,EDUCATION,SEX,MARRIAGE,AGE
1359,2,2,2,32
1360,2,2,2,30
1361,1,2,2,29
1362,2,2,1,37
1363,1,2,2,25
1364,1,1,1,46
1365,2,2,1,47
1366,4,2,2,42
1367,3,1,2,22
1368,2,2,2,27
1369,5,2,1,35
1370,2,1,1,44
1371,2,2,2,30
1372,1,2,1,42
1373,1,1,2,28
1374,2,1,2,24
1375,3,2,2,50
1376,2,2,1,54
1377,2,1,1,37
1378,1,1,1,58
1379,3,1,2,26
1380,2,2,1,31
1381,1,1,1,52
1382,1,2,2,36
1383,1,2,2,27
1384,3,2,1,22
1385,1,1,2,39
1386,1,1,2,36
1387,2,2,1,39
1388,1,1,1,39
1389,2,2,2,22
1390,2,1,1,37
1391,1,2,2,30
1392,2,2,1,26
1393,1,2,2,23
1394,3,2,2,23
1395,1,2,2,35
1396,2,2,2,24
1397,2,2,1,35
1398,3,1,1,51
1399,1,2,2,23
1400,2,2,1,25
1401,2,1,1,36
1402,2,2,1,44
1403,1,1,2,33
1404,1,2,1,36
1405,1,2,1,45
1406,1,2,2,26
1407,2,2,1,41
1408,2,2,2,25
1409,1,1,2,31
1410,2,2,2,45
1411,3,1,1,58
1412,2,1,1,38
1413,2,1,1,30
1414,2,2,2,25
1415,1,2,2,25
1416,3,2,2,24
1417,1,2,2,29
1418,2,1,2,37
1419,3,1,2,27
1420,1,1,2,31
1421,2,2,2,28
1422,2,2,2,24
1423,3,2,2,27
1424,1,2,2,33
1425,1,1,2,27
1426,1,1,2,42
1427,2,2,2,32
1428,1,2,1,37
1429,2,2,2,44
1430,1,2,1,29
1431,2,2,1,42
1432,2,1,2,32
1433,2,1,2,52
1434,2,1,2,44
1435,1,1,2,31
1436,1,2,2,29
1437,2,1,2,33
1438,2,1,2,54
1439,2,2,2,23
1440,1,2,2,24
1441,1,2,1,33
1442,3,1,1,44
1443,3,1,0,51
1444,1,1,2,24
1445,2,2,2,25
1446,1,2,1,37
1447,2,2,2,23
1448,3,1,2,34
1449,3,2,1,50
1450,2,2,1,25
1451,1,2,2,33
1452,2,1,1,54
1453,2,1,2,25
1454,2,1,2,26
1455,2,1,1,32
1456,3,2,3,43
1457,2,1,1,42
1458,3,2,2,24
1459,2,1,2,26
1460,2,2,1,37
1461,1,1,2,36
1462,1,2,2,27
1463,2,2,1,50
1464,2,2,2,24
1465,2,1,1,27
1466,1,2,2,23
1467,2,2,1,39
1468,1,1,1,39
1469,3,2,2,29
1470,1,1,1,45
1471,2,1,2,21
1472,1,1,1,36
1473,2,1,2,39
1474,3,2,2,29
1475,2,1,2,37
1476,2,1,2,26
1477,2,1,2,44
1478,1,2,2,30
1479,1,1,2,31
1480,2,1,1,40
1481,1,2,2,25
1482,2,2,1,36
1483,1,1,2,32
1484,1,2,2,22
1485,2,2,3,44
1486,1,1,2,32
1487,2,1,1,41
1488,1,1,2,28
1489,1,2,2,29
1490,4,2,2,28
1491,3,1,2,52
1492,3,2,2,48
1493,2,1,2,43
1494,1,2,2,25
1495,2,1,1,36
1496,2,2,2,35
1497,2,2,1,34
1498,2,2,2,48
1499,1,1,2,27
1500,2,2,1,43
1501,2,2,1,30
1502,2,1,1,43
1503,3,1,1,54
1504,2,2,1,39
1505,1,1,1,70
1506,1,2,2,24
1507,2,2,1,30
1508,3,1,2,53
1509,1,2,1,27
1510,2,2,2,33
1511,3,1,1,34
1512,2,1,2,48
1513,3,2,2,33
1514,2,2,2,24
1515,2,2,1,31
1516,2,2,2,25
1517,3,1,1,49
1518,1,2,2,27
1519,2,1,1,39
1520,2,2,2,36
1521,2,1,2,40
1522,1,2,2,27
1523,1,2,2,27
1524,2,2,1,37
1525,2,1,2,35
1526,2,2,1,25
1527,1,1,2,27
1528,1,1,2,38
1529,2,2,1,50
1530,1,2,2,32
1531,1,2,1,34
1532,2,1,2,25
1533,1,2,2,29
1534,3,1,1,44
1535,3,1,1,48
1536,3,2,2,24
1537,3,2,1,27
1538,2,2,2,25
1539,3,2,2,28
1540,2,1,2,22
1541,3,1,2,22
1542,3,2,1,30
1543,3,1,2,34
1544,2,2,2,34
1545,2,2,1,44
1546,1,1,2,32
1547,2,2,2,23
1548,1,2,2,42
1549,2,2,1,33
1550,2,1,1,48
1551,2,2,1,29
1552,3,2,3,47
1553,1,2,1,41
1554,1,1,2,28
1555,1,1,1,52
1556,1,1,2,37
1557,1,1,1,50
1558,3,2,1,31
1559,3,2,1,38
1560,2,2,1,48
1561,1,2,2,34
1562,2,1,2,44
1563,3,2,1,56
1564,1,2,1,30
1565,1,1,2,29
1566,2,2,1,37
1567,2,2,2,23
1568,1,2,1,27
1569,2,2,2,23
1570,3,1,1,45
1571,2,1,1,33
1572,2,2,1,40
1573,1,1,2,24
1574,3,2,1,43
1575,2,2,2,25
1576,1,2,2,46
1577,3,1,2,36
1578,1,2,1,36
1579,2,2,1,38
1580,2,2,1,42
1581,3,1,3,47
1582,3,2,2,40
1583,1,2,2,70
1584,2,2,1,32
1585,3,1,2,52
1586,1,2,1,49
1587,1,1,2,31
1588,2,2,2,36
1589,2,2,1,50
1590,3,2,1,48
1591,2,2,2,33
1592,2,1,1,44
1593,1,1,2,35
1594,3,2,2,29
1595,2,2,1,35
1596,2,2,1,37
1597,1,2,2,29
1598,1,1,2,30
1599,1,1,2,33
1600,2,1,2,27
1601,1,2,1,31
1602,3,2,2,53
1603,2,2,2,38
1604,2,2,2,26
1605,2,2,2,26
1606,1,1,1,51
1607,1,2,1,37
1608,2,2,2,42
1609,2,2,1,43
1610,2,2,2,23
1611,3,2,1,30
1612,3,2,1,38
1613,1,2,1,35
1614,2,1,1,44
1615,1,1,1,35
1616,2,1,3,35
1617,1,1,1,32
1618,2,2,2,25
1619,2,2,2,33
1620,1,2,2,26
1621,1,1,2,29
1622,1,2,2,26
1623,2,1,2,36
1624,1,1,2,37
1625,3,1,1,63
1626,3,2,1,48
1627,2,2,1,47
1628,3,2,1,31
1629,3,1,2,31
1630,1,1,2,34
1631,1,2,1,43
1632,1,2,2,32
1633,1,2,2,38
1634,2,2,1,50
1635,3,1,2,29
1636,2,1,1,49
1637,3,2,2,40
1638,1,2,2,34
1639,3,2,1,47
1640,1,1,1,34
1641,2,2,2,27
1642,2,1,2,44
1643,1,1,2,29
1644,3,1,1,72
1645,2,1,1,48
1646,1,2,2,27
1647,2,1,1,44
1648,3,2,1,39
1649,1,1,1,40
1650,1,2,1,45
1651,1,1,2,26
1652,1,1,1,34
1653,1,1,1,43
1654,2,1,2,30
1655,3,2,1,31
1656,1,2,2,29
1657,1,1,2,28
1658,2,2,2,31
1659,3,2,2,22
1660,3,2,1,55
1661,2,2,1,39
1662,1,2,2,27
1663,1,2,2,36
1664,1,1,1,40
1665,2,1,1,31
1666,2,2,1,36
1667,2,1,1,42
1668,2,1,2,30
1669,3,1,2,40
1670,2,1,1,51
1671,2,2,3,51
1672,3,1,2,32
1673,1,2,2,36
1674,1,1,1,37
1675,2,1,2,49
1676,1,1,2,31
1677,1,2,1,50
1678,2,1,1,40
1679,2,2,2,24
1680,2,2,2,31
1681,2,2,2,29
1682,1,1,2,24
1683,1,1,1,44
1684,2,2,2,30
1685,1,2,1,61
1686,2,2,1,28
1687,1,1,2,22
1688,2,1,2,23
1689,3,1,1,46
1690,1,2,2,24
1691,2,2,2,54
1692,1,2,2,27
1693,2,2,2,53
1694,2,2,2,25
1695,3,1,1,47
1696,2,1,1,35
1697,3,2,1,45
1698,1,1,2,25
1699,1,1,2,31
1700,3,2,1,51
1701,1,2,1,40
1702,1,2,2,30
1703,1,2,2,29
1704,1,2,2,24
1705,3,1,2,32
1706,1,1,2,35
1707,2,2,1,29
1708,1,2,2,36
1709,1,2,1,40
1710,1,2,2,30
1711,2,1,1,64
1712,3,1,1,33
1713,1,2,1,38
1714,1,2,2,26
1715,2,2,1,26
1716,1,1,2,29
1717,1,1,2,37
1718,2,2,1,45
1719,3,2,1,40
1720,1,2,2,36
1721,1,1,2,27
1722,2,1,1,44
1723,1,2,2,27
1724,2,1,2,29
1725,1,2,2,26
1726,3,2,1,54
1727,2,2,1,42
1728,3,2,2,42
1729,2,1,1,41
1730,1,2,1,31
1731,2,2,2,33
1732,3,2,1,33
1733,1,1,2,27
1734,2,2,1,36
1735,2,1,2,37
1736,2,2,2,29
1737,1,1,2,41
1738,2,2,2,23
1739,2,1,2,25
1740,1,1,1,54
1741,1,1,2,33
1742,1,2,2,29
1743,1,1,2,32
1744,2,1,2,29
1745,1,2,2,22
1746,2,2,2,29
1747,2,2,1,31
1748,2,2,2,24
1749,1,2,2,27
1750,2,2,1,40
1751,2,1,2,38
1752,2,2,1,38
1753,2,2,1,29
1754,2,1,2,27
1755,3,1,1,34
1756,1,1,2,34
1757,1,2,2,32
1758,2,2,1,36
1759,2,1,2,26
1760,1,2,1,33
1761,1,1,1,53
1762,2,1,2,27
1763,1,1,2,33
1764,1,2,2,26
1765,1,2,2,27
1766,1,2,2,24
1767,2,2,2,26
1768,1,1,2,27
1769,2,2,1,46
1770,2,1,1,56
1771,3,2,1,56
1772,3,2,1,26
1773,2,1,2,25
1774,1,2,2,28
1775,2,2,1,37
1776,1,2,1,47
1777,3,1,1,43
1778,2,1,2,26
1779,3,1,1,48
1780,1,1,1,41
1781,3,2,1,48
1782,2,1,1,28
1783,1,2,2,22
1784,2,1,1,34
1785,2,1,1,60
1786,2,2,1,25
1787,2,2,2,27
1788,1,2,2,25
1789,2,1,2,26
1790,1,2,1,44
1791,1,2,2,26
1792,1,2,2,33
1793,1,2,2,29
1794,3,2,2,37
1795,1,1,2,34
1796,2,1,1,33
1797,1,2,2,27
1798,1,2,1,36
1799,3,1,2,28
1800,2,2,1,35
1801,3,1,1,47
1802,3,2,1,31
1803,1,2,2,31
1804,1,1,2,31
1805,2,1,1,30
1806,2,2,1,58
1807,2,2,2,27
1808,2,1,2,35
1809,1,2,2,46
1810,2,1,2,36
1811,2,1,2,53
1812,2,1,2,39
1813,2,2,2,27
1814,2,2,2,37
1815,1,1,2,23
1816,1,1,1,40
1817,2,2,1,44
1818,1,2,1,32
1819,1,2,2,41
1820,1,1,1,54
1821,1,2,2,29
1822,3,2,1,61
1823,3,2,2,30
1824,3,2,1,23
1825,2,2,2,30
1826,2,2,1,35
1827,3,1,1,32
1828,2,2,1,39
1829,2,1,2,24
1830,3,1,1,38
1831,6,1,2,32
1832,1,1,2,32
1833,3,1,2,24
1834,1,2,1,35
1835,2,2,2,37
1836,1,2,2,22
1837,2,2,1,40
1838,2,2,2,36
1839,3,2,1,51
1840,2,2,1,31
1841,1,2,2,39
1842,2,2,2,40
1843,1,1,2,41
1844,1,1,2,48
1845,3,2,1,39
1846,2,1,3,53
1847,2,1,2,26
1848,1,1,2,30
1849,1,1,2,28
1850,1,1,1,43
1851,1,2,2,30
1852,1,2,2,33
1853,1,2,2,27
1854,3,1,2,45
1855,2,2,1,54
1856,1,2,2,34
1857,2,1,2,30
1858,2,1,2,32
1859,1,1,1,39
1860,2,2,2,24
1861,2,1,2,35
1862,1,1,1,46
1863,2,2,2,24
1864,2,2,2,35
1865,2,2,2,23
1866,1,2,2,29
1867,2,1,1,46
1868,3,2,1,41
1869,2,2,1,23
1870,2,2,1,31
1871,1,2,2,26
1872,3,2,2,32
1873,2,2,2,22
1874,2,1,1,34
1875,2,2,1,32
1876,2,1,1,38
1877,2,1,1,29
1878,1,2,1,31
1879,2,2,2,47
1880,3,2,1,40
1881,2,2,1,34
1882,1,1,2,25
1883,3,2,2,65
1884,1,2,2,28
1885,2,1,2,33
1886,1,1,2,31
1887,2,2,1,41
1888,2,2,1,32
1889,3,2,2,36
1890,1,2,2,26
1891,1,1,1,30
1892,1,2,2,30
1893,1,2,1,38
1894,2,1,2,30
1895,1,1,1,41
1896,2,1,2,31
1897,2,2,1,42
1898,2,1,2,32
1899,2,2,1,44
1900,2,2,2,22
1901,2,2,2,42
1902,1,1,1,39
1903,1,2,2,32
1904,2,1,1,37
1905,1,2,1,36
1906,2,2,1,42
1907,1,2,2,29
1908,2,1,2,36
1909,1,2,2,29
1910,1,1,1,38
1911,1,2,2,31
1912,2,1,1,42
1913,2,1,2,37
1914,1,2,2,33
1915,1,2,2,29
1916,2,2,2,28
1917,2,2,2,26
1918,2,2,2,35
1919,2,1,1,33
1920,1,2,1,51
1921,1,1,2,32
1922,2,1,2,33
1923,1,2,2,30
1924,1,1,2,28
1925,2,2,2,26
1926,2,2,2,22
1927,1,2,2,26
1928,2,1,2,35
1929,2,1,1,49
1930,2,1,1,49
1931,1,2,2,24
1932,1,2,2,36
1933,1,1,1,39
1934,1,2,2,28
1935,2,2,2,35
1936,1,2,2,24
1937,2,2,2,27
1938,1,1,1,40
1939,1,1,1,30
1940,1,2,2,26
1941,3,1,1,53
1942,1,1,1,45
1943,2,1,2,30
1944,1,1,2,34
1945,1,2,2,27
1946,2,2,2,31
1947,1,1,1,33
1948,2,1,2,39
1949,1,1,1,50
1950,1,2,2,28
1951,1,1,1,36
1952,2,1,1,41
1953,1,1,2,22
1954,2,2,1,41
1955,2,1,2,41
1956,1,2,1,42
1957,2,2,2,37
1958,1,2,1,31
1959,3,2,1,57
1960,2,2,2,37
1961,3,2,2,53
1962,2,2,1,25
1963,2,1,2,32
1964,1,2,1,38
1965,2,2,2,26
1966,2,1,1,29
1967,3,2,1,37
1968,1,1,2,30
1969,1,2,2,43
1970,1,1,1,42
1971,2,1,1,40
1972,2,1,1,41
1973,2,1,2,26
1974,1,1,2,25
1975,1,2,2,27
1976,2,1,2,31
1977,3,2,2,26
1978,3,1,2,50
1979,1,2,1,35
1980,1,2,1,38
1981,3,2,2,40
1982,2,1,1,29
1983,1,1,2,37
1984,2,2,2,24
1985,2,2,2,49
1986,2,1,2,35
1987,1,2,2,25
1988,2,1,2,34
1989,2,1,2,42
1990,3,1,2,28
1991,1,1,2,65
1992,3,1,1,67
1993,1,2,1,43
1994,3,1,2,52
1995,1,2,2,43
1996,1,2,2,24
1997,3,2,1,59
1998,2,2,1,34
1999,2,1,1,32
2000,2,1,2,22
2001,1,1,1,52
2002,1,2,2,23
2003,2,2,2,33
2004,2,2,2,35
2005,2,1,2,34
2006,2,1,1,40
2007,1,1,1,49
2008,2,2,1,32
2009,2,2,1,33
2010,2,2,2,26
2011,1,1,1,51
2012,2,2,2,40
2013,3,2,1,35
2014,2,2,1,27
2015,3,2,1,38
2016,2,2,2,22
2017,2,1,1,42
2018,3,2,1,35
2019,2,2,1,36
2020,2,2,1,38
2021,2,2,2,31
2022,3,1,1,36
2023,1,2,1,39
2024,2,1,2,41
2025,2,2,1,42
2026,2,1,2,30
2027,1,1,2,32
2028,2,1,2,31
2029,2,2,1,24
2030,1,2,1,39
2031,2,2,2,30
2032,1,2,1,34
2033,1,2,1,27
2034,1,2,2,25
2035,2,2,1,39
2036,1,2,2,32
2037,2,2,1,39
2038,2,2,2,22
2039,3,2,1,53
2040,1,2,2,29
2041,2,1,1,38
2042,1,2,1,36
2043,2,2,2,28
2044,2,1,2,32
2045,2,1,2,26
2046,3,2,2,40
2047,1,2,2,25
2048,1,2,2,28
2049,2,2,1,40
2050,2,1,1,47
2051,3,1,2,27
2052,2,2,2,42
2053,3,1,1,37
2054,2,1,1,55
2055,3,1,1,46
2056,2,2,2,30
2057,3,2,1,51
2058,1,1,1,35
2059,2,1,1,48
2060,2,2,1,28
2061,1,1,2,40
2062,2,2,1,30
2063,1,1,2,55
2064,2,1,1,26
2065,4,1,2,23
2066,2,1,2,40
2067,1,1,2,33
2068,3,1,1,50
2069,2,2,1,26
2070,2,2,2,29
2071,2,1,1,29
2072,2,1,2,40
2073,2,1,1,50
2074,1,1,2,37
2075,1,2,2,27
2076,3,1,1,49
2077,2,1,1,55
2078,1,1,2,34
2079,1,1,1,43
2080,1,2,2,24
2081,1,2,1,33
2082,2,2,1,42
2083,2,1,1,37
2084,3,2,1,39
2085,1,1,2,28
2086,2,1,1,36
2087,2,2,1,39
2088,2,2,1,54
2089,1,2,1,41
2090,1,2,1,42
2091,2,1,2,31
2092,3,1,2,23
2093,5,2,2,34
2094,1,1,2,23
2095,2,2,1,36
2096,3,2,1,37
2097,2,2,1,47
2098,1,2,2,28
2099,1,2,2,24
2100,2,2,1,34
2101,1,2,2,35
2102,3,2,1,53
2103,1,1,2,30
2104,1,1,1,71
2105,1,1,2,23
2106,3,1,2,28
2107,1,2,1,38
2108,2,2,1,49
2109,2,2,2,22
2110,2,1,2,31
2111,2,1,1,41
2112,2,2,1,43
2113,2,1,2,33
2114,2,2,1,44
2115,2,2,1,44
2116,2,1,2,27
2117,3,1,2,43
2118,3,2,2,39
2119,2,1,2,42
2120,1,2,2,28
2121,2,2,1,34
2122,1,1,2,36
2123,1,2,2,27
2124,1,1,2,42
2125,1,2,2,29
2126,1,2,2,30
2127,2,2,1,31
2128,3,2,2,52
2129,1,2,2,26
2130,1,1,1,57
2131,2,1,2,42
2132,2,1,2,31
2133,1,2,2,27
2134,2,1,1,66
2135,2,1,2,27
2136,1,1,2,23
2137,2,2,1,36
2138,2,2,2,34
2139,1,1,1,43
2140,1,2,2,22
2141,3,1,1,41
2142,3,2,3,49
2143,3,1,1,41
2144,2,2,1,27
2145,4,1,1,28
2146,3,2,0,55
2147,2,1,2,26
2148,1,1,1,49
2149,1,2,2,29
2150,2,1,2,30
2151,1,1,2,24
2152,2,1,2,51
2153,1,1,2,25
2154,2,2,2,25
2155,1,2,2,29
2156,1,2,2,25
2157,2,2,2,42
2158,2,2,1,38
2159,1,1,1,54
2160,2,2,1,62
2161,1,1,1,52
2162,1,1,1,48
2163,1,1,2,30
2164,2,2,2,35
2165,2,2,1,38
2166,1,2,1,37
2167,2,1,1,49
2168,2,1,1,35
2169,1,2,2,30
2170,1,2,2,29
2171,1,1,1,34
2172,2,1,1,53
2173,1,1,2,36
2174,2,2,2,29
2175,1,1,1,53
2176,2,1,2,35
2177,2,2,2,36
2178,2,2,1,33
2179,3,2,2,55
2180,1,1,2,37
2181,3,2,2,31
2182,2,1,2,31
2183,1,2,1,55
2184,1,1,1,42
2185,2,1,1,27
2186,3,2,1,39
2187,1,1,1,57
2188,2,1,2,24
2189,2,2,2,22
2190,2,1,1,50
2191,1,2,2,29
2192,1,1,1,38
2193,2,1,1,43
2194,2,1,1,47
2195,2,1,2,23
2196,3,1,2,22
2197,1,2,1,47
2198,3,2,1,35
2199,2,1,1,37
2200,1,2,2,30
2201,1,2,1,45
2202,3,1,1,53
2203,1,1,2,30
2204,2,1,1,33
2205,2,2,1,37
2206,1,2,2,21
2207,2,2,2,32
2208,1,1,1,45
2209,2,2,1,41
2210,1,2,2,27
2211,1,1,2,30
2212,2,1,2,21
2213,2,1,2,25
2214,3,1,2,41
2215,1,2,1,38
2216,1,2,2,36
2217,2,1,2,24
2218,2,1,2,58
2219,1,2,1,41
2220,2,2,1,32
2221,3,1,2,63
2222,3,1,1,38
2223,1,1,2,32
2224,1,1,1,38
2225,1,1,2,31
2226,1,1,1,43
2227,2,2,1,24
2228,2,2,2,29
2229,2,2,1,38
2230,1,2,1,50
2231,1,2,2,49
2232,1,2,2,25
2233,3,2,1,50
2234,2,1,2,30
2235,2,2,1,26
2236,2,1,2,24
2237,1,2,1,35
2238,3,2,1,50
2239,1,2,2,35
2240,1,2,1,45
2241,3,2,2,27
2242,2,2,2,22
2243,3,2,2,28
2244,1,1,1,34
2245,3,2,1,32
2246,1,1,2,32
2247,2,1,1,36
2248,1,2,2,30
2249,2,2,1,32
2250,2,2,2,30
2251,2,2,1,36
2252,2,2,1,35
2253,3,1,2,48
2254,3,2,1,32
2255,2,2,2,24
2256,2,2,2,25
2257,2,2,2,36
2258,2,2,2,33
2259,3,2,2,28
2260,2,2,2,37
2261,3,1,2,30
2262,2,1,2,26
2263,2,2,2,25
2264,1,2,2,27
2265,2,2,2,26
2266,2,1,1,39
2267,2,2,1,33
2268,2,1,1,39
2269,2,2,2,24
2270,2,2,2,23
2271,1,2,1,44
2272,1,1,2,35
2273,2,2,1,56
2274,2,1,2,29
2275,2,2,2,48
2276,1,1,1,40
2277,3,2,1,53
2278,3,2,1,37
2279,2,2,1,35
2280,2,2,2,41
2281,3,1,1,56
2282,3,2,1,49
2283,1,2,2,29
2284,3,2,1,49
2285,1,1,1,37
2286,2,1,2,27
2287,2,2,2,33
2288,2,1,2,28
2289,3,1,2,39
2290,3,1,3,54
2291,3,1,1,35
2292,3,2,1,43
2293,1,2,1,46
2294,1,2,2,29
2295,1,2,1,32
2296,3,2,2,38
2297,1,1,1,37
2298,1,1,2,27
2299,2,2,2,33
2300,1,2,1,44
2301,1,2,1,30
2302,1,2,1,29
2303,2,1,2,32
2304,2,1,1,26
2305,1,2,1,44
2306,2,2,1,26
2307,1,2,2,30
2308,2,1,2,25
2309,2,1,1,40
2310,2,2,1,47
2311,2,1,2,26
2312,1,1,2,56
2313,1,2,2,28
2314,2,2,2,31
2315,3,2,1,43
2316,1,2,1,47
2317,2,1,1,46
2318,1,2,2,26
2319,3,2,3,60
2320,2,1,1,24
2321,2,2,1,39
2322,1,2,2,53
2323,2,1,2,30
2324,2,2,2,39
2325,3,1,2,52
2326,2,2,2,40
2327,2,2,2,41
2328,2,2,2,23
2329,2,2,1,36
2330,1,1,2,28
2331,1,2,2,29
2332,1,1,2,23
2333,1,2,1,38
2334,2,2,2,26
2335,1,2,1,29
2336,2,2,1,28
2337,3,2,1,45
2338,2,2,2,27
2339,2,1,1,36
2340,2,1,2,25
2341,3,2,2,33
2342,2,1,1,50
2343,5,1,1,29
2344,2,1,1,34
2345,3,1,3,46
2346,1,1,2,30
2347,2,2,2,25
2348,1,1,2,28
2349,2,1,2,27
2350,1,1,1,41
2351,1,1,1,42
2352,2,1,1,34
2353,1,2,2,32
2354,1,2,2,26
2355,2,1,2,25
2356,1,2,1,54
2357,2,2,1,52
2358,1,1,2,29
2359,2,1,2,35
2360,2,2,1,41
2361,2,2,2,26
2362,2,1,2,24
2363,1,1,2,34
2364,2,2,1,44
2365,3,1,2,49
2366,1,1,1,66
2367,1,2,2,25
2368,2,2,1,33
2369,1,2,1,42
2370,2,1,2,28
2371,2,2,2,23
2372,3,2,1,39
2373,1,2,2,29
2374,2,2,2,25
2375,2,1,1,38
2376,2,1,1,35
2377,1,1,2,33
2378,2,1,2,30
2379,1,2,1,41
2380,2,2,2,28
2381,1,1,1,44
2382,1,1,1,51
2383,2,1,1,35
2384,3,1,1,47
2385,2,2,2,42
2386,3,2,2,24
2387,2,2,1,43
2388,1,1,1,47
2389,2,2,2,39
2390,2,1,2,29
2391,1,1,2,32
2392,3,1,1,32
2393,3,2,2,49
2394,2,2,2,24
2395,3,2,1,27
2396,2,1,1,29
2397,2,2,1,47
2398,1,1,2,29
2399,2,1,2,28
2400,2,1,1,30
2401,1,2,1,29
2402,2,2,2,29
2403,1,1,2,32
2404,2,1,2,38
2405,3,2,2,43
2406,3,2,1,40
2407,2,1,2,31
2408,2,2,2,35
2409,2,2,1,42
2410,1,2,2,25
2411,1,1,2,35
2412,2,1,3,50
2413,2,1,2,27
2414,2,1,1,38
2415,2,2,2,24
2416,2,2,2,24
2417,3,2,2,24
2418,2,1,2,33
2419,1,2,1,51
2420,1,2,2,35
2421,2,2,1,24
2422,3,2,1,39
2423,2,2,1,47
2424,1,1,2,29
2425,2,1,2,22
2426,3,2,1,67
2427,1,1,2,33
2428,1,1,1,47
2429,2,2,2,24
2430,1,1,1,36
2431,1,1,2,27
2432,2,2,1,34
2433,1,2,2,36
2434,2,2,2,25
2435,1,2,1,49
2436,3,2,1,24
2437,2,1,2,24
2438,2,2,2,45
2439,3,2,1,48
2440,1,2,2,40
2441,1,2,1,35
2442,3,1,1,55
2443,3,2,1,42
2444,2,1,1,54
2445,2,1,2,25
2446,2,2,2,44
2447,2,2,2,41
2448,2,2,1,29
2449,1,1,1,57
2450,3,2,1,44
2451,3,1,1,40
2452,1,2,2,28
2453,1,2,2,23
2454,1,2,2,25
2455,1,1,1,35
2456,1,1,1,51
2457,2,2,1,44
2458,2,2,2,25
2459,2,2,1,41
2460,1,2,2,26
2461,2,2,2,26
2462,1,1,2,28
2463,2,1,2,27
2464,3,2,1,56
2465,3,2,1,29
2466,2,1,2,32
2467,1,2,2,25
2468,1,1,2,31
2469,2,2,2,26
2470,1,2,2,29
2471,1,1,2,29
2472,3,2,1,38
2473,3,2,1,47
2474,2,2,2,30
2475,3,2,2,25
2476,3,1,1,53
2477,2,1,2,37
2478,2,1,2,27
2479,2,2,1,28
2480,2,1,2,23
2481,3,1,1,51
2482,1,2,2,34
2483,2,2,1,23
2484,2,2,2,27
2485,1,2,2,39
2486,2,1,1,28
2487,2,1,1,46
2488,2,2,1,33
2489,2,1,2,23
2490,1,1,2,30
2491,1,1,2,31
2492,1,2,1,39
2493,2,2,1,32
2494,3,1,1,26
2495,1,1,1,47
2496,1,2,2,28
2497,3,2,2,45
2498,3,1,1,36
2499,1,2,2,26
2500,1,1,1,34
2501,1,2,2,28
2502,2,2,2,30
2503,1,1,2,30
2504,2,1,2,30
2505,2,1,1,44
2506,3,2,2,41
2507,2,1,2,48
2508,1,1,2,25
2509,3,1,1,28
2510,1,2,2,24
2511,1,2,1,37
2512,1,1,1,34
2513,2,1,1,38
2514,4,2,2,36
2515,1,2,2,25
2516,2,2,1,33
2517,1,2,2,28
2518,1,2,1,38
2519,2,2,2,24
2520,2,2,1,47
2521,3,1,2,28
2522,2,1,2,29
2523,2,2,2,30
2524,2,1,2,23
2525,2,2,2,25
2526,1,2,1,33
2527,3,1,1,49
2528,1,2,2,27
2529,2,1,2,22
2530,2,1,2,24
2531,3,1,1,35
2532,1,2,2,29
2533,2,2,2,23
2534,2,1,2,26
2535,3,1,1,46
2536,2,2,1,36
2537,2,1,1,26
2538,1,2,1,42
2539,1,1,1,49
2540,3,1,1,37
2541,1,2,1,35
2542,1,1,2,28
2543,2,2,1,34
2544,2,1,2,25
2545,1,1,2,24
2546,3,1,1,51
2547,3,1,2,26
2548,2,1,2,32
2549,3,1,2,23
2550,2,2,2,26
2551,2,1,2,28
2552,3,2,1,31
2553,1,2,2,26
2554,1,2,0,33
2555,1,2,1,30
2556,1,1,2,28
2557,1,2,2,28
2558,2,1,2,39
2559,1,2,2,28
2560,1,2,2,32
2561,1,1,2,29
2562,1,1,1,40
2563,2,2,1,32
2564,1,2,2,23
2565,1,2,2,30
2566,1,1,2,31
2567,2,1,1,48
2568,2,1,2,54
2569,3,2,1,59
2570,1,2,2,38
2571,1,2,2,31
2572,1,2,1,41
2573,1,2,2,29
2574,2,2,1,28
2575,1,1,1,48
2576,3,2,1,42
2577,2,1,1,27
2578,1,1,2,27
2579,3,2,2,22
2580,2,2,2,31
2581,1,2,2,43
2582,3,2,1,46
2583,1,2,1,33
2584,1,2,2,22
2585,2,1,2,25
2586,3,1,2,34
2587,1,2,2,32
2588,2,2,2,34
2589,2,2,1,35
2590,1,1,2,25
2591,2,2,2,22
2592,1,1,1,49
2593,6,2,2,49
2594,1,2,1,42
2595,3,1,2,41
2596,2,2,2,27
2597,2,2,2,24
2598,5,2,1,34
2599,1,1,1,43
2600,3,2,2,36
2601,3,1,1,62
2602,3,1,2,25
2603,1,1,2,30
2604,3,1,2,24
2605,2,1,1,47
2606,2,1,2,34
2607,3,1,1,51
2608,2,2,1,26
2609,2,1,1,47
2610,2,2,2,39
2611,2,1,2,32
2612,2,2,2,25
2613,2,1,1,39
2614,2,2,2,42
2615,1,2,1,37
2616,3,1,1,44
2617,2,2,1,31
2618,1,2,2,27
2619,2,2,1,42
2620,2,2,2,44
2621,1,2,2,39
2622,2,2,2,24
2623,2,1,2,38
2624,1,1,1,45
2625,3,2,1,58
2626,2,1,2,46
2627,2,2,2,23
2628,2,2,1,36
